"Date","Price","Open","High","Low","Vol.","Change %"
"01-08-2023","244.40","237.40","245.40","236.25","27.54M","3.25%"
"31-07-2023","236.70","236.55","238.90","235.20","18.68M","0.87%"
"28-07-2023","234.65","220.90","237.20","220.00","57.65M","6.22%"
"27-07-2023","220.90","222.25","222.55","220.50","7.85M","-0.27%"
"26-07-2023","221.50","220.40","222.40","219.80","8.51M","0.93%"
"25-07-2023","219.45","217.50","220.50","217.50","7.60M","0.97%"
"24-07-2023","217.35","218.25","218.75","216.80","4.39M","-0.02%"
"21-07-2023","217.40","218.15","219.20","216.75","5.72M","-0.34%"
"20-07-2023","218.15","219.80","220.65","217.75","6.91M","-0.62%"
"19-07-2023","219.50","221.40","221.40","217.50","14.48M","-0.90%"
"18-07-2023","221.50","224.20","224.30","220.75","6.70M","-0.89%"
"17-07-2023","223.50","221.95","224.70","221.25","7.07M","1.11%"
"14-07-2023","221.05","222.75","222.75","218.55","10.19M","-0.36%"
"13-07-2023","221.85","227.00","227.20","220.90","9.39M","-1.97%"
"12-07-2023","226.30","226.25","227.25","225.20","7.37M","0.35%"
"11-07-2023","225.50","226.00","226.85","224.70","5.16M","0.22%"
"10-07-2023","225.00","229.25","229.25","224.65","7.14M","-1.32%"
"07-07-2023","228.00","229.80","232.35","226.10","16.59M","-0.70%"
"06-07-2023","229.60","225.00","230.30","223.55","30.89M","3.56%"
"05-07-2023","221.70","220.95","223.75","220.55","5.88M","0.48%"
"04-07-2023","220.65","222.10","223.30","220.20","4.60M","-0.56%"
"03-07-2023","221.90","222.90","224.20","221.60","5.79M","0.02%"
"30-06-2023","221.85","219.70","222.50","218.85","9.94M","1.74%"
"28-06-2023","218.05","219.95","220.95","217.55","8.35M","-0.55%"
"27-06-2023","219.25","218.90","220.50","218.60","4.69M","0.30%"
"26-06-2023","218.60","218.30","219.35","216.30","5.14M","0.14%"
"23-06-2023","218.30","222.00","222.10","215.70","10.89M","-1.27%"
"22-06-2023","221.10","224.85","225.15","220.50","6.86M","-1.43%"
"21-06-2023","224.30","225.25","226.00","222.60","6.99M","-0.29%"
"20-06-2023","224.95","223.10","226.35","222.60","11.22M","0.81%"
"19-06-2023","223.15","223.00","224.15","221.00","7.47M","0.40%"
"16-06-2023","222.25","221.90","223.70","220.90","7.14M","0.75%"
"15-06-2023","220.60","224.40","224.65","220.15","7.67M","-1.58%"
"14-06-2023","224.15","222.50","225.25","221.55","10.51M","1.06%"
"13-06-2023","221.80","221.50","222.80","220.85","6.25M","0.38%"
"12-06-2023","220.95","221.95","223.55","220.35","6.34M","-0.11%"
"09-06-2023","221.20","224.60","224.60","220.20","11.05M","0.25%"
"08-06-2023","220.65","218.95","226.20","218.45","31.06M","1.01%"
"07-06-2023","218.45","216.60","219.65","214.10","11.39M","0.78%"
"06-06-2023","216.75","219.80","219.80","215.55","8.30M","-1.05%"
"05-06-2023","219.05","217.00","219.40","216.15","8.69M","1.58%"
"02-06-2023","215.65","216.40","216.90","215.00","4.91M","0.16%"
"01-06-2023","215.30","213.95","217.00","213.00","6.32M","0.82%"
"31-05-2023","213.55","216.90","219.00","212.90","11.30M","-1.54%"
"30-05-2023","216.90","218.00","218.45","215.00","11.98M","-0.05%"
"29-05-2023","217.00","213.00","217.70","211.70","12.96M","2.26%"
"26-05-2023","212.20","212.25","213.80","210.65","8.48M","0.66%"
"25-05-2023","210.80","207.20","211.20","206.55","8.71M","1.76%"
"24-05-2023","207.15","206.65","208.00","205.55","5.45M","0.12%"
"23-05-2023","206.90","206.50","207.45","205.50","5.02M","0.34%"
"22-05-2023","206.20","206.00","206.90","204.10","5.58M","0.17%"
"19-05-2023","205.85","206.30","206.50","201.80","9.00M","0.61%"
"18-05-2023","204.60","209.00","209.70","204.10","8.25M","-1.52%"
"17-05-2023","207.75","212.40","212.40","206.85","9.11M","-1.70%"
"16-05-2023","211.35","208.85","215.00","208.20","18.20M","1.54%"
"15-05-2023","208.15","207.65","209.40","206.45","6.74M","0.53%"
"12-05-2023","207.05","206.85","207.80","206.15","7.30M","0.36%"
"11-05-2023","206.30","204.50","207.20","204.15","8.99M","1.05%"
"10-05-2023","204.15","203.50","204.45","202.20","5.03M","0.42%"
"09-05-2023","203.30","203.75","205.10","202.40","7.96M","0.30%"
"08-05-2023","202.70","201.50","203.20","199.50","7.72M","1.27%"
"05-05-2023","200.15","203.90","205.60","199.40","16.34M","-1.82%"
"04-05-2023","203.85","203.90","204.55","202.10","8.21M","0.02%"
"03-05-2023","203.80","201.80","204.25","200.45","8.64M","1.02%"
"02-05-2023","201.75","201.95","202.95","200.40","6.88M","0.32%"
"28-04-2023","201.10","199.50","201.55","199.00","7.95M","1.31%"
"27-04-2023","198.50","198.45","199.95","197.65","5.22M","0.15%"
"26-04-2023","198.20","197.65","198.95","196.15","4.91M","0.28%"
"25-04-2023","197.65","195.85","198.80","195.35","5.96M","0.92%"
"24-04-2023","195.85","196.50","196.70","194.80","5.02M","0.08%"
"21-04-2023","195.70","196.95","196.95","194.50","4.02M","-0.36%"
"20-04-2023","196.40","193.55","196.80","193.45","6.09M","1.52%"
"19-04-2023","193.45","197.55","197.75","193.05","6.75M","-1.93%"
"18-04-2023","197.25","197.50","198.20","196.15","4.25M","0.15%"
"17-04-2023","196.95","196.30","197.60","194.80","4.76M","0.33%"
"13-04-2023","196.30","197.20","197.20","194.25","6.45M","-0.41%"
"12-04-2023","197.10","198.00","198.60","195.55","8.18M","-0.23%"
"11-04-2023","197.55","197.00","197.90","195.80","4.96M","0.95%"
"10-04-2023","195.70","195.50","197.75","195.10","7.75M","0.23%"
"06-04-2023","195.25","193.50","196.00","192.10","8.90M","0.33%"
"05-04-2023","194.60","194.65","194.95","192.50","7.80M","0.34%"
"03-04-2023","193.95","193.35","196.05","192.05","14.93M","1.94%"
"31-03-2023","190.25","188.50","191.60","187.95","13.52M","2.56%"
"29-03-2023","185.50","184.50","187.70","183.30","17.48M","0.84%"
"28-03-2023","183.95","186.70","187.50","182.35","12.02M","-1.45%"
"27-03-2023","186.65","192.90","194.00","184.45","22.25M","-3.16%"
"24-03-2023","192.75","200.10","201.25","192.10","16.01M","-3.67%"
"23-03-2023","200.10","200.00","202.20","199.55","5.37M","-0.42%"
"22-03-2023","200.95","203.35","203.80","200.50","7.56M","-0.67%"
"21-03-2023","202.30","203.00","203.60","201.60","4.43M","-0.15%"
"20-03-2023","202.60","204.50","204.55","200.50","6.10M","-1.24%"
"17-03-2023","205.15","204.45","206.40","203.65","6.40M","0.86%"
"16-03-2023","203.40","202.95","204.55","198.85","7.48M","0.22%"
"15-03-2023","202.95","205.00","205.45","202.55","5.66M","-0.22%"
"14-03-2023","203.40","203.85","205.20","201.70","7.28M","0.27%"
"13-03-2023","202.85","207.05","209.20","202.20","7.25M","-2.83%"
"10-03-2023","208.75","208.05","209.20","206.00","5.97M","-0.48%"
"09-03-2023","209.75","211.75","212.75","209.40","7.48M","-0.71%"
"08-03-2023","211.25","209.45","211.90","208.10","7.27M","0.45%"
"06-03-2023","210.30","208.50","212.90","208.10","11.96M","1.23%"
"03-03-2023","207.75","206.10","209.25","206.00","9.20M","1.05%"
"02-03-2023","205.60","204.50","206.30","203.55","6.29M","0.51%"
"01-03-2023","204.55","203.30","205.40","202.40","6.50M","0.99%"
"28-02-2023","202.55","200.95","202.95","199.55","6.80M","1.40%"
"27-02-2023","199.75","201.95","202.30","197.50","12.39M","-1.26%"
"24-02-2023","202.30","201.90","202.95","201.30","5.21M","0.50%"
"23-02-2023","201.30","202.80","203.70","200.60","10.72M","-0.49%"
"22-02-2023","202.30","207.55","207.55","201.60","15.05M","-2.72%"
"21-02-2023","207.95","204.85","209.75","204.60","15.07M","2.04%"
"20-02-2023","203.80","204.80","205.35","202.20","7.78M","-0.44%"
"17-02-2023","204.70","204.50","206.05","204.15","5.94M","-0.22%"
"16-02-2023","205.15","205.60","206.40","204.50","4.86M","-0.05%"
"15-02-2023","205.25","202.65","205.65","202.35","6.32M","1.06%"
"14-02-2023","203.10","203.70","204.50","201.85","5.13M","-0.25%"
"13-02-2023","203.60","205.30","206.25","202.30","6.84M","-0.59%"
"10-02-2023","204.80","205.50","206.15","202.85","5.52M","-0.34%"
"09-02-2023","205.50","207.20","207.65","203.55","6.29M","-0.80%"
"08-02-2023","207.15","206.30","207.55","204.20","8.26M","0.41%"
"07-02-2023","206.30","209.50","210.00","205.00","8.10M","-1.08%"
"06-02-2023","208.55","209.00","212.85","206.75","17.91M","1.58%"
"03-02-2023","205.30","207.50","208.20","202.00","10.62M","-0.48%"
"02-02-2023","206.30","204.95","208.80","204.00","9.84M","0.22%"
"01-02-2023","205.85","214.90","215.40","196.65","19.02M","-3.31%"
