"Date","Price","Open","High","Low","Vol.","Change %"
"14-01-2025","290.25","287.75","293.05","286.80","15.95M","0.92%"
"13-01-2025","287.60","295.00","298.55","286.75","19.47M","-4.04%"
"10-01-2025","299.70","304.05","305.25","298.50","6.54M","-1.82%"
"09-01-2025","305.25","306.65","306.90","303.65","8.24M","-0.46%"
"08-01-2025","306.65","306.15","307.85","303.00","6.91M","0.52%"
"07-01-2025","305.05","306.00","310.70","303.00","10.14M","-0.31%"
"06-01-2025","306.00","315.80","316.50","304.80","6.72M","-3.18%"
"03-01-2025","316.05","316.35","318.00","313.65","7.64M","0.29%"
"02-01-2025","315.15","309.85","317.20","308.75","10.77M","1.53%"
"01-01-2025","310.40","308.70","311.35","305.90","4.24M","0.55%"
"31-12-2024","308.70","307.35","309.75","305.15","8.40M","0.37%"
"30-12-2024","307.55","309.00","312.00","306.30","12.49M","-0.60%"
"27-12-2024","309.40","310.75","312.30","308.80","3.98M","-0.29%"
"26-12-2024","310.30","310.10","313.10","308.75","3.78M","0.06%"
"24-12-2024","310.10","314.10","316.65","308.75","4.83M","-1.65%"
"23-12-2024","315.30","318.00","318.30","311.55","5.98M","-0.16%"
"20-12-2024","315.80","321.30","325.60","313.60","13.97M","-1.82%"
"19-12-2024","321.65","318.00","323.85","316.85","10.23M","0.03%"
"18-12-2024","321.55","328.00","329.10","320.65","15.04M","-2.50%"
"17-12-2024","329.80","332.50","335.55","328.00","17.36M","-1.55%"
"16-12-2024","335.00","333.85","336.25","331.60","12.70M","0.34%"
"13-12-2024","333.85","330.65","334.30","325.05","14.97M","1.41%"
"12-12-2024","329.20","328.00","329.90","325.85","10.41M","0.50%"
"11-12-2024","327.55","327.25","329.00","326.85","5.01M","-0.11%"
"10-12-2024","327.90","331.85","331.85","325.35","14.99M","-0.36%"
"09-12-2024","329.10","327.75","330.65","326.70","9.38M","0.06%"
"06-12-2024","328.90","327.10","332.75","326.70","8.80M","0.17%"
"05-12-2024","328.35","325.00","330.45","319.55","19.79M","1.02%"
"04-12-2024","325.05","329.05","331.25","321.10","17.88M","-1.40%"
"03-12-2024","329.65","324.25","331.35","324.25","23.17M","0.55%"
"02-12-2024","327.85","328.15","331.95","326.20","16.00M","-0.47%"
"29-11-2024","329.40","331.35","332.50","326.50","13.89M","-1.27%"
"28-11-2024","333.65","339.25","341.75","332.20","16.92M","-1.65%"
"27-11-2024","339.25","337.25","341.30","336.50","12.18M","0.13%"
"26-11-2024","338.80","342.00","344.60","337.90","14.00M","-1.15%"
"25-11-2024","342.75","341.85","345.40","336.15","29.42M","1.72%"
"22-11-2024","336.95","325.80","337.60","324.00","31.52M","3.39%"
"21-11-2024","325.90","316.00","326.75","313.00","25.41M","3.44%"
"19-11-2024","315.05","313.05","318.25","312.25","13.16M","0.96%"
"18-11-2024","312.05","314.00","315.55","310.10","9.41M","-0.02%"
"14-11-2024","312.10","315.10","318.80","310.60","12.50M","-1.86%"
"13-11-2024","318.00","322.65","324.60","317.15","12.92M","-1.46%"
"12-11-2024","322.70","331.50","332.50","321.80","12.07M","-2.15%"
"11-11-2024","329.80","313.55","332.40","312.80","22.84M","4.28%"
"08-11-2024","316.25","311.85","317.55","308.70","15.74M","1.05%"
"07-11-2024","312.95","319.00","319.00","311.70","14.50M","-1.74%"
"06-11-2024","318.50","317.40","320.35","313.90","11.02M","0.60%"
"05-11-2024","316.60","312.35","317.70","312.00","7.52M","0.36%"
"04-11-2024","315.45","324.55","324.70","311.60","9.25M","-2.05%"
"01-11-2024","322.05","322.45","322.70","320.00","847.67K","0.39%"
"31-10-2024","320.80","320.40","322.70","317.85","9.90M","0.74%"
"30-10-2024","318.45","318.55","325.40","316.75","14.50M","-0.66%"
"29-10-2024","320.55","316.10","321.20","314.15","15.86M","0.71%"
"28-10-2024","318.30","314.50","320.45","310.75","9.61M","0.79%"
"25-10-2024","315.80","321.50","321.50","313.25","12.98M","-1.05%"
"24-10-2024","319.15","315.25","320.80","315.25","8.33M","0.71%"
"23-10-2024","316.90","319.20","321.90","313.85","12.54M","-1.81%"
"22-10-2024","322.75","332.90","335.65","321.05","11.22M","-2.54%"
"21-10-2024","331.15","333.00","333.75","329.45","8.75M","-0.27%"
"18-10-2024","332.05","331.50","333.85","328.25","10.57M","0.27%"
"17-10-2024","331.15","328.50","331.90","324.60","17.04M","1.21%"
"16-10-2024","327.20","331.70","332.65","324.95","22.09M","-0.80%"
"15-10-2024","329.85","333.45","333.45","327.50","12.42M","-0.26%"
